"U_X","U_Y","EpsiXX","EpsiYY","EpsiXY","SigmaXX","SigmaYY","SigmaXY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.030794,-8.3288e-08,7.8813e-05,-2.41e-05,-7.3335e-11,12.389,-0.079415,-2.3659e-06,1,408,408,0,0
0.030873,-8.3779e-08,7.8808e-05,-2.41e-05,-5.7077e-11,12.388,-0.079754,-1.8406e-06,1,409,409,0,0
0.030951,-8.4269e-08,7.8803e-05,-2.4101e-05,-4.0818e-11,12.387,-0.080092,-1.3153e-06,1,410,410,0,0
0.03103,-8.5139e-08,7.8798e-05,-2.4101e-05,-3.2773e-11,12.386,-0.080348,-1.0554e-06,1,411,411,0,0
0.031109,-8.6009e-08,7.8794e-05,-2.4101e-05,-2.4728e-11,12.386,-0.080603,-7.9544e-07,1,412,412,0,0
0.031188,-8.6878e-08,7.8789e-05,-2.4101e-05,-1.6683e-11,12.385,-0.080858,-5.3548e-07,1,413,413,0,0
0.031267,-8.7748e-08,7.8784e-05,-2.4101e-05,-8.6377e-12,12.384,-0.081113,-2.7553e-07,1,414,414,0,0
0.031345,-8.8618e-08,7.8779e-05,-2.4101e-05,-5.926e-13,12.383,-0.081368,-1.558e-08,1,415,415,0,0
0.031424,-8.9487e-08,7.8774e-05,-2.4101e-05,7.4525e-12,12.382,-0.081623,2.4437e-07,1,416,416,0,0
0.031503,-9.0357e-08,7.877e-05,-2.4101e-05,1.5498e-11,12.381,-0.081878,5.0432e-07,1,417,417,0,0
0.031582,-9.1227e-08,7.8765e-05,-2.4101e-05,2.3543e-11,12.38,-0.082134,7.6428e-07,1,418,418,0,0
0.03166,-9.2096e-08,7.876e-05,-2.4101e-05,3.1588e-11,12.38,-0.082389,1.0242e-06,1,419,419,0,0
0.031739,-9.2966e-08,7.8755e-05,-2.4101e-05,3.9633e-11,12.379,-0.082644,1.2842e-06,1,420,420,0,0
0.031818,-9.4113e-08,7.8751e-05,-2.4101e-05,7.5522e-11,12.378,-0.082821,2.4436e-06,1,421,421,0,0
0.031897,-9.526e-08,7.8746e-05,-2.4101e-05,1.1141e-10,12.377,-0.082998,3.603e-06,1,422,422,0,0
0.031975,-9.6407e-08,7.8742e-05,-2.41e-05,1.473e-10,12.376,-0.083175,4.7625e-06,1,423,423,0,0
0.032054,-9.7554e-08,7.8737e-05,-2.41e-05,1.8319e-10,12.376,-0.083352,5.9219e-06,1,424,424,0,0
0.032133,-9.8701e-08,7.8733e-05,-2.41e-05,2.1908e-10,12.375,-0.08353,7.0813e-06,1,425,425,0,0
0.032212,-9.9848e-08,7.8728e-05,-2.4099e-05,2.5497e-10,12.374,-0.083707,8.2408e-06,1,426,426,0,0
0.03229,-1.0099e-07,7.8724e-05,-2.4099e-05,2.9086e-10,12.373,-0.083884,9.4002e-06,1,427,427,0,0
0.032369,-1.0214e-07,7.8719e-05,-2.4099e-05,3.2675e-10,12.373,-0.084061,1.056e-05,1,428,428,0,0
0.032448,-1.0329e-07,7.8715e-05,-2.4098e-05,3.6263e-10,12.372,-0.084238,1.1719e-05,1,429,429,0,0
0.032526,-1.0444e-07,7.871e-05,-2.4098e-05,3.9852e-10,12.371,-0.084415,1.2879e-05,1,430,430,0,0
0.032605,-1.0554e-07,7.8706e-05,-2.4098e-05,3.9563e-10,12.37,-0.084537,1.2785e-05,1,431,431,0,0
0.032684,-1.0665e-07,7.8702e-05,-2.4097e-05,3.9274e-10,12.37,-0.084658,1.2692e-05,1,432,432,0,0
0.032763,-1.0776e-07,7.8697e-05,-2.4096e-05,3.8985e-10,12.369,-0.08478,1.2598e-05,1,433,433,0,0
0.032841,-1.0886e-07,7.8693e-05,-2.4096e-05,3.8695e-10,12.368,-0.084901,1.2505e-05,1,434,434,0,0
0.03292,-1.0997e-07,7.8689e-05,-2.4095e-05,3.8406e-10,12.367,-0.085022,1.2411e-05,1,435,435,0,0
0.032999,-1.1108e-07,7.8684e-05,-2.4095e-05,3.8117e-10,12.367,-0.085144,1.2318e-05,1,436,436,0,0
0.033077,-1.1218e-07,7.868e-05,-2.4094e-05,3.7828e-10,12.366,-0.085265,1.2224e-05,1,437,437,0,0
0.033156,-1.1329e-07,7.8676e-05,-2.4094e-05,3.7538e-10,12.365,-0.085387,1.2131e-05,1,438,438,0,0
0.033235,-1.144e-07,7.8671e-05,-2.4093e-05,3.7249e-10,12.365,-0.085508,1.2037e-05,1,439,439,0,0
0.033313,-1.1551e-07,7.8667e-05,-2.4092e-05,3.696e-10,12.364,-0.085629,1.1944e-05,1,440,440,0,0
0.033392,-1.1635e-07,7.8663e-05,-2.4092e-05,3.8175e-10,12.363,-0.085712,1.2336e-05,1,441,441,0,0
0.033471,-1.172e-07,7.8658e-05,-2.4091e-05,3.939e-10,12.363,-0.085794,1.2729e-05,1,442,442,0,0
0.033549,-1.1804e-07,7.8654e-05,-2.409e-05,4.0606e-10,12.362,-0.085876,1.3122e-05,1,443,443,0,0
0.033628,-1.1889e-07,7.865e-05,-2.4089e-05,4.1821e-10,12.361,-0.085959,1.3514e-05,1,444,444,0,0
0.033707,-1.1973e-07,7.8646e-05,-2.4088e-05,4.3036e-10,12.36,-0.086041,1.3907e-05,1,445,445,0,0
0.033785,-1.2058e-07,7.8641e-05,-2.4088e-05,4.4251e-10,12.36,-0.086124,1.43e-05,1,446,446,0,0
0.033864,-1.2142e-07,7.8637e-05,-2.4087e-05,4.5466e-10,12.359,-0.086206,1.4692e-05,1,447,447,0,0
0.033943,-1.2227e-07,7.8633e-05,-2.4086e-05,4.6682e-10,12.358,-0.086288,1.5085e-05,1,448,448,0,0
0.034021,-1.2311e-07,7.8628e-05,-2.4085e-05,4.7897e-10,12.358,-0.086371,1.5478e-05,1,449,449,0,0
0.0341,-1.2396e-07,7.8624e-05,-2.4084e-05,4.9112e-10,12.357,-0.086453,1.587e-05,1,450,450,0,0
0.034179,-1.2454e-07,7.862e-05,-2.4084e-05,4.4711e-10,12.356,-0.086493,1.4449e-05,1,451,451,0,0
0.034257,-1.2512e-07,7.8616e-05,-2.4083e-05,4.0309e-10,12.356,-0.086533,1.3027e-05,1,452,452,0,0
0.034336,-1.2571e-07,7.8612e-05,-2.4082e-05,3.5908e-10,12.355,-0.086573,1.1605e-05,1,453,453,0,0
0.034414,-1.2629e-07,7.8608e-05,-2.4081e-05,3.1507e-10,12.354,-0.086613,1.0184e-05,1,454,454,0,0
0.034493,-1.2687e-07,7.8604e-05,-2.408e-05,2.7105e-10,12.354,-0.086653,8.7621e-06,1,455,455,0,0
0.034571,-1.2745e-07,7.86e-05,-2.4079e-05,2.2704e-10,12.353,-0.086694,7.3405e-06,1,456,456,0,0
0.03465,-1.2803e-07,7.8596e-05,-2.4078e-05,1.8303e-10,12.352,-0.086734,5.9189e-06,1,457,457,0,0
0.034729,-1.2861e-07,7.8592e-05,-2.4077e-05,1.3901e-10,12.352,-0.086774,4.4972e-06,1,458,458,0,0
0.034807,-1.292e-07,7.8588e-05,-2.4076e-05,9.4999e-11,12.351,-0.086814,3.0756e-06,1,459,459,0,0
0.034886,-1.2978e-07,7.8584e-05,-2.4075e-05,5.0986e-11,12.35,-0.086854,1.654e-06,1,460,460,0,0
0.034964,-1.301e-07,7.858e-05,-2.4074e-05,3.2812e-11,12.35,-0.086863,1.0672e-06,1,461,461,0,0
0.035043,-1.3042e-07,7.8577e-05,-2.4073e-05,1.4638e-11,12.349,-0.086872,4.8046e-07,1,462,462,0,0
0.035122,-1.3073e-07,7.8573e-05,-2.4072e-05,-3.5363e-12,12.349,-0.086881,-1.0629e-07,1,463,463,0,0
0.0352,-1.3105e-07,7.8569e-05,-2.4071e-05,-2.171e-11,12.348,-0.086891,-6.9304e-07,1,464,464,0,0
0.035279,-1.3137e-07,7.8565e-05,-2.407e-05,-3.9885e-11,12.347,-0.0869,-1.2798e-06,1,465,465,0,0
0.035357,-1.3169e-07,7.8562e-05,-2.4069e-05,-5.8059e-11,12.347,-0.086909,-1.8665e-06,1,466,466,0,0
0.035436,-1.3201e-07,7.8558e-05,-2.4068e-05,-7.6233e-11,12.346,-0.086918,-2.4533e-06,1,467,467,0,0
0.035514,-1.3233e-07,7.8554e-05,-2.4067e-05,-9.4407e-11,12.346,-0.086927,-3.04e-06,1,468,468,0,0
0.035593,-1.3265e-07,7.8551e-05,-2.4066e-05,-1.1258e-10,12.345,-0.086936,-3.6268e-06,1,469,469,0,0
0.035672,-1.3297e-07,7.8547e-05,-2.4065e-05,-1.3076e-10,12.345,-0.086945,-4.2135e-06,1,470,470,0,0
0.03575,-1.3331e-07,7.8544e-05,-2.4064e-05,-1.4795e-10,12.344,-0.086946,-4.7685e-06,1,471,471,0,0
0.035829,-1.3365e-07,7.854e-05,-2.4063e-05,-1.6514e-10,12.343,-0.086947,-5.3235e-06,1,472,472,0,0
0.035907,-1.3399e-07,7.8537e-05,-2.4062e-05,-1.8233e-10,12.343,-0.086948,-5.8785e-06,1,473,473,0,0
0.035986,-1.3433e-07,7.8533e-05,-2.4061e-05,-1.9952e-10,12.342,-0.086949,-6.4334e-06,1,474,474,0,0
0.036064,-1.3467e-07,7.853e-05,-2.406e-05,-2.1671e-10,12.342,-0.08695,-6.9884e-06,1,475,475,0,0
0.036143,-1.3501e-07,7.8527e-05,-2.4059e-05,-2.339e-10,12.341,-0.086951,-7.5434e-06,1,476,476,0,0
0.036221,-1.3535e-07,7.8523e-05,-2.4058e-05,-2.511e-10,12.341,-0.086952,-8.0983e-06,1,477,477,0,0
0.0363,-1.3569e-07,7.852e-05,-2.4057e-05,-2.6829e-10,12.34,-0.086953,-8.6533e-06,1,478,478,0,0
0.036378,-1.3603e-07,7.8517e-05,-2.4056e-05,-2.8548e-10,12.34,-0.086954,-9.2083e-06,1,479,479,0,0
0.036457,-1.3637e-07,7.8513e-05,-2.4055e-05,-3.0267e-10,12.339,-0.086955,-9.7633e-06,1,480,480,0,0
0.036535,-1.368e-07,7.851e-05,-2.4054e-05,-2.9226e-10,12.339,-0.086937,-9.4265e-06,1,481,481,0,0
0.036614,-1.3722e-07,7.8507e-05,-2.4053e-05,-2.8184e-10,12.338,-0.086919,-9.0897e-06,1,482,482,0,0
0.036692,-1.3765e-07,7.8504e-05,-2.4052e-05,-2.7143e-10,12.338,-0.086901,-8.7529e-06,1,483,483,0,0
0.036771,-1.3808e-07,7.8501e-05,-2.4051e-05,-2.6101e-10,12.337,-0.086883,-8.4161e-06,1,484,484,0,0
0.036849,-1.385e-07,7.8498e-05,-2.405e-05,-2.506e-10,12.337,-0.086865,-8.0793e-06,1,485,485,0,0
0.036928,-1.3893e-07,7.8494e-05,-2.4048e-05,-2.4018e-10,12.336,-0.086847,-7.7425e-06,1,486,486,0,0
0.037006,-1.3936e-07,7.8491e-05,-2.4047e-05,-2.2977e-10,12.336,-0.086829,-7.4057e-06,1,487,487,0,0
0.037085,-1.3978e-07,7.8488e-05,-2.4046e-05,-2.1935e-10,12.335,-0.086811,-7.0689e-06,1,488,488,0,0
0.037163,-1.4021e-07,7.8485e-05,-2.4045e-05,-2.0894e-10,12.335,-0.086793,-6.7321e-06,1,489,489,0,0
0.037242,-1.4064e-07,7.8482e-05,-2.4044e-05,-1.9852e-10,12.334,-0.086775,-6.3953e-06,1,490,490,0,0
0.03732,-1.4137e-07,7.8479e-05,-2.4043e-05,-1.8458e-10,12.334,-0.086742,-5.9449e-06,1,491,491,0,0
0.037399,-1.421e-07,7.8476e-05,-2.4042e-05,-1.7064e-10,12.333,-0.086709,-5.4944e-06,1,492,492,0,0
0.037477,-1.4283e-07,7.8473e-05,-2.4041e-05,-1.567e-10,12.333,-0.086676,-5.0439e-06,1,493,493,0,0
0.037556,-1.4356e-07,7.847e-05,-2.404e-05,-1.4276e-10,12.332,-0.086643,-4.5934e-06,1,494,494,0,0
0.037634,-1.4429e-07,7.8468e-05,-2.4039e-05,-1.2882e-10,12.332,-0.08661,-4.1429e-06,1,495,495,0,0
0.037713,-1.4502e-07,7.8465e-05,-2.4038e-05,-1.1488e-10,12.332,-0.086577,-3.6924e-06,1,496,496,0,0
0.037791,-1.4575e-07,7.8462e-05,-2.4037e-05,-1.0094e-10,12.331,-0.086544,-3.2419e-06,1,497,497,0,0
0.03787,-1.4648e-07,7.8459e-05,-2.4036e-05,-8.6997e-11,12.331,-0.086511,-2.7914e-06,1,498,498,0,0
0.037948,-1.4721e-07,7.8456e-05,-2.4035e-05,-7.3056e-11,12.33,-0.086478,-2.3409e-06,1,499,499,0,0
0.038026,-1.4794e-07,7.8453e-05,-2.4034e-05,-5.9115e-11,12.33,-0.086444,-1.8904e-06,1,500,500,0,0
0.038105,-1.4868e-07,7.8451e-05,-2.4033e-05,-5.5095e-11,12.329,-0.08642,-1.7604e-06,1,501,501,0,0
0.038183,-1.4943e-07,7.8448e-05,-2.4032e-05,-5.1076e-11,12.329,-0.086396,-1.6305e-06,1,502,502,0,0
0.038262,-1.5017e-07,7.8446e-05,-2.4031e-05,-4.7056e-11,12.329,-0.086372,-1.5005e-06,1,503,503,0,0
0.03834,-1.5092e-07,7.8443e-05,-2.403e-05,-4.3036e-11,12.328,-0.086347,-1.3706e-06,1,504,504,0,0
0.038419,-1.5166e-07,7.8441e-05,-2.403e-05,-3.9016e-11,12.328,-0.086323,-1.2407e-06,1,505,505,0,0
0.038497,-1.5241e-07,7.8438e-05,-2.4029e-05,-3.4996e-11,12.327,-0.086299,-1.1107e-06,1,506,506,0,0
0.038576,-1.5315e-07,7.8436e-05,-2.4028e-05,-3.0976e-11,12.327,-0.086274,-9.808e-07,1,507,507,0,0
0.038654,-1.539e-07,7.8433e-05,-2.4027e-05,-2.6957e-11,12.327,-0.08625,-8.5086e-07,1,508,508,0,0
0.038732,-1.5464e-07,7.8431e-05,-2.4026e-05,-2.2937e-11,12.326,-0.086226,-7.2092e-07,1,509,509,0,0
0.038811,-1.5539e-07,7.8428e-05,-2.4025e-05,-1.8917e-11,12.326,-0.086201,-5.9099e-07,1,510,510,0,0
0.038889,-1.5602e-07,7.8426e-05,-2.4024e-05,-1.0709e-11,12.326,-0.086173,-3.2587e-07,1,511,511,0,0
0.038968,-1.5665e-07,7.8424e-05,-2.4024e-05,-2.501e-12,12.325,-0.086144,-6.076e-08,1,512,512,0,0
0.039046,-1.5729e-07,7.8422e-05,-2.4023e-05,5.707e-12,12.325,-0.086115,2.0435e-07,1,513,513,0,0
0.039125,-1.5792e-07,7.842e-05,-2.4022e-05,1.3915e-11,12.325,-0.086086,4.6946e-07,1,514,514,0,0
0.039203,-1.5855e-07,7.8417e-05,-2.4021e-05,2.2123e-11,12.324,-0.086057,7.3458e-07,1,515,515,0,0
0.039281,-1.5918e-07,7.8415e-05,-2.402e-05,3.0331e-11,12.324,-0.086029,9.9969e-07,1,516,516,0,0
0.03936,-1.5982e-07,7.8413e-05,-2.402e-05,3.8539e-11,12.324,-0.086,1.2648e-06,1,517,517,0,0
0.039438,-1.6045e-07,7.8411e-05,-2.4019e-05,4.6747e-11,12.323,-0.085971,1.5299e-06,1,518,518,0,0
0.039517,-1.6108e-07,7.8409e-05,-2.4018e-05,5.4955e-11,12.323,-0.085942,1.795e-06,1,519,519,0,0
0.039595,-1.6171e-07,7.8407e-05,-2.4017e-05,6.3163e-11,12.323,-0.085913,2.0601e-06,1,520,520,0,0
0.039673,-1.6254e-07,7.8405e-05,-2.4016e-05,8.5882e-11,12.322,-0.085884,2.7942e-06,1,521,521,0,0
0.039752,-1.6337e-07,7.8403e-05,-2.4016e-05,1.086e-10,12.322,-0.085855,3.5282e-06,1,522,522,0,0
0.03983,-1.642e-07,7.8401e-05,-2.4015e-05,1.3132e-10,12.322,-0.085826,4.2622e-06,1,523,523,0,0
0.039909,-1.6503e-07,7.84e-05,-2.4014e-05,1.5404e-10,12.321,-0.085797,4.9962e-06,1,524,524,0,0
0.039987,-1.6586e-07,7.8398e-05,-2.4014e-05,1.7676e-10,12.321,-0.085768,5.7302e-06,1,525,525,0,0
0.040065,-1.6669e-07,7.8396e-05,-2.4013e-05,1.9948e-10,12.321,-0.085739,6.4642e-06,1,526,526,0,0
0.040144,-1.6752e-07,7.8394e-05,-2.4012e-05,2.222e-10,12.321,-0.085709,7.1983e-06,1,527,527,0,0
0.040222,-1.6835e-07,7.8392e-05,-2.4012e-05,2.4492e-10,12.32,-0.08568,7.9323e-06,1,528,528,0,0
0.040301,-1.6918e-07,7.839e-05,-2.4011e-05,2.6763e-10,12.32,-0.085651,8.6663e-06,1,529,529,0,0
0.040379,-1.7001e-07,7.8389e-05,-2.401e-05,2.9035e-10,12.32,-0.085622,9.4003e-06,1,530,530,0,0
0.040457,-1.7103e-07,7.8387e-05,-2.401e-05,2.8249e-10,12.32,-0.085613,9.1462e-06,1,531,531,0,0
0.040536,-1.7205e-07,7.8386e-05,-2.4009e-05,2.7462e-10,12.319,-0.085604,8.8921e-06,1,532,532,0,0
0.040614,-1.7307e-07,7.8384e-05,-2.4009e-05,2.6676e-10,12.319,-0.085594,8.638e-06,1,533,533,0,0
0.040693,-1.7409e-07,7.8383e-05,-2.4008e-05,2.5889e-10,12.319,-0.085585,8.3838e-06,1,534,534,0,0
0.040771,-1.7511e-07,7.8381e-05,-2.4008e-05,2.5103e-10,12.319,-0.085576,8.1297e-06,1,535,535,0,0
0.040849,-1.7613e-07,7.838e-05,-2.4007e-05,2.4316e-10,12.318,-0.085567,7.8756e-06,1,536,536,0,0
0.040928,-1.7715e-07,7.8378e-05,-2.4007e-05,2.353e-10,12.318,-0.085558,7.6215e-06,1,537,537,0,0
0.041006,-1.7817e-07,7.8377e-05,-2.4006e-05,2.2744e-10,12.318,-0.085548,7.3674e-06,1,538,538,0,0
0.041084,-1.7919e-07,7.8375e-05,-2.4006e-05,2.1957e-10,12.318,-0.085539,7.1133e-06,1,539,539,0,0
0.041163,-1.8022e-07,7.8374e-05,-2.4005e-05,2.1171e-10,12.318,-0.08553,6.8592e-06,1,540,540,0,0
0.041241,-1.8104e-07,7.8373e-05,-2.4005e-05,1.956e-10,12.317,-0.085527,6.3389e-06,1,541,541,0,0
0.04132,-1.8186e-07,7.8372e-05,-2.4005e-05,1.795e-10,12.317,-0.085525,5.8187e-06,1,542,542,0,0
0.041398,-1.8269e-07,7.8371e-05,-2.4004e-05,1.634e-10,12.317,-0.085522,5.2985e-06,1,543,543,0,0
0.041476,-1.8351e-07,7.837e-05,-2.4004e-05,1.473e-10,12.317,-0.08552,4.7782e-06,1,544,544,0,0
0.041555,-1.8433e-07,7.8369e-05,-2.4004e-05,1.3119e-10,12.317,-0.085517,4.258e-06,1,545,545,0,0
0.041633,-1.8516e-07,7.8368e-05,-2.4003e-05,1.1509e-10,12.317,-0.085514,3.7377e-06,1,546,546,0,0
0.041711,-1.8598e-07,7.8367e-05,-2.4003e-05,9.8989e-11,12.316,-0.085512,3.2175e-06,1,547,547,0,0
0.04179,-1.8681e-07,7.8366e-05,-2.4003e-05,8.2887e-11,12.316,-0.085509,2.6973e-06,1,548,548,0,0
0.041868,-1.8763e-07,7.8365e-05,-2.4003e-05,6.6784e-11,12.316,-0.085507,2.177e-06,1,549,549,0,0
0.041946,-1.8845e-07,7.8364e-05,-2.4002e-05,5.0682e-11,12.316,-0.085504,1.6568e-06,1,550,550,0,0
0.042025,-1.8934e-07,7.8363e-05,-2.4002e-05,5.1919e-11,12.316,-0.08551,1.6967e-06,1,551,551,0,0
0.042103,-1.9023e-07,7.8363e-05,-2.4002e-05,5.3156e-11,12.316,-0.085516,1.7367e-06,1,552,552,0,0
0.042182,-1.9112e-07,7.8362e-05,-2.4002e-05,5.4393e-11,12.316,-0.085523,1.7766e-06,1,553,553,0,0
0.04226,-1.9201e-07,7.8362e-05,-2.4002e-05,5.563e-11,12.316,-0.085529,1.8166e-06,1,554,554,0,0
0.042338,-1.929e-07,7.8361e-05,-2.4001e-05,5.6867e-11,12.315,-0.085535,1.8565e-06,1,555,555,0,0
0.042417,-1.9379e-07,7.836e-05,-2.4001e-05,5.8104e-11,12.315,-0.085541,1.8965e-06,1,556,556,0,0
0.042495,-1.9468e-07,7.836e-05,-2.4001e-05,5.9341e-11,12.315,-0.085547,1.9364e-06,1,557,557,0,0
0.042573,-1.9557e-07,7.8359e-05,-2.4001e-05,6.0578e-11,12.315,-0.085553,1.9764e-06,1,558,558,0,0
0.042652,-1.9646e-07,7.8358e-05,-2.4001e-05,6.1815e-11,12.315,-0.085559,2.0163e-06,1,559,559,0,0
0.04273,-1.9735e-07,7.8358e-05,-2.4001e-05,6.3052e-11,12.315,-0.085565,2.0563e-06,1,560,560,0,0
0.042808,-1.9855e-07,7.8358e-05,-2.4001e-05,5.9993e-11,12.315,-0.085592,1.9574e-06,1,561,561,0,0
0.042887,-1.9975e-07,7.8357e-05,-2.4001e-05,5.6935e-11,12.315,-0.085619,1.8586e-06,1,562,562,0,0
0.042965,-2.0095e-07,7.8357e-05,-2.4001e-05,5.3876e-11,12.315,-0.085646,1.7597e-06,1,563,563,0,0
0.043044,-2.0215e-07,7.8357e-05,-2.4001e-05,5.0817e-11,12.315,-0.085673,1.6608e-06,1,564,564,0,0
0.043122,-2.0335e-07,7.8356e-05,-2.4001e-05,4.7758e-11,12.315,-0.0857,1.562e-06,1,565,565,0,0
0.0432,-2.0455e-07,7.8356e-05,-2.4001e-05,4.47e-11,12.315,-0.085727,1.4631e-06,1,566,566,0,0
0.043279,-2.0575e-07,7.8356e-05,-2.4001e-05,4.1641e-11,12.315,-0.085754,1.3642e-06,1,567,567,0,0
0.043357,-2.0696e-07,7.8355e-05,-2.4001e-05,3.8582e-11,12.315,-0.085781,1.2654e-06,1,568,568,0,0
0.043435,-2.0816e-07,7.8355e-05,-2.4001e-05,3.5523e-11,12.314,-0.085808,1.1665e-06,1,569,569,0,0
0.043514,-2.0936e-07,7.8355e-05,-2.4001e-05,3.2465e-11,12.314,-0.085835,1.0676e-06,1,570,570,0,0
0.043592,-2.1029e-07,7.8355e-05,-2.4002e-05,3.055e-11,12.314,-0.085878,1.0058e-06,1,571,571,0,0
0.04367,-2.1121e-07,7.8355e-05,-2.4002e-05,2.8636e-11,12.314,-0.085922,9.4393e-07,1,572,572,0,0
0.043749,-2.1214e-07,7.8355e-05,-2.4002e-05,2.6722e-11,12.314,-0.085965,8.8208e-07,1,573,573,0,0
0.043827,-2.1307e-07,7.8355e-05,-2.4002e-05,2.4808e-11,12.314,-0.086009,8.2023e-07,1,574,574,0,0
0.043905,-2.14e-07,7.8355e-05,-2.4003e-05,2.2894e-11,12.314,-0.086052,7.5838e-07,1,575,575,0,0
0.043984,-2.1493e-07,7.8355e-05,-2.4003e-05,2.098e-11,12.314,-0.086095,6.9654e-07,1,576,576,0,0
0.044062,-2.1585e-07,7.8355e-05,-2.4003e-05,1.9066e-11,12.314,-0.086139,6.3469e-07,1,577,577,0,0
0.044141,-2.1678e-07,7.8355e-05,-2.4003e-05,1.7152e-11,12.314,-0.086182,5.7284e-07,1,578,578,0,0
0.044219,-2.1771e-07,7.8355e-05,-2.4004e-05,1.5237e-11,12.314,-0.086226,5.1099e-07,1,579,579,0,0
0.044297,-2.1864e-07,7.8355e-05,-2.4004e-05,1.3323e-11,12.314,-0.086269,4.4914e-07,1,580,580,0,0
0.044376,-2.1914e-07,7.8356e-05,-2.4004e-05,1.6301e-11,12.314,-0.086322,5.4533e-07,1,581,581,0,0
0.044454,-2.1963e-07,7.8356e-05,-2.4005e-05,1.9279e-11,12.314,-0.086374,6.4153e-07,1,582,582,0,0
0.044532,-2.2013e-07,7.8357e-05,-2.4005e-05,2.2257e-11,12.314,-0.086427,7.3772e-07,1,583,583,0,0
0.044611,-2.2062e-07,7.8357e-05,-2.4006e-05,2.5235e-11,12.315,-0.086479,8.3392e-07,1,584,584,0,0
0.044689,-2.2112e-07,7.8358e-05,-2.4006e-05,2.8213e-11,12.315,-0.086532,9.3011e-07,1,585,585,0,0
0.044767,-2.2162e-07,7.8358e-05,-2.4007e-05,3.1191e-11,12.315,-0.086584,1.0263e-06,1,586,586,0,0
0.044846,-2.2211e-07,7.8358e-05,-2.4007e-05,3.4168e-11,12.315,-0.086637,1.1225e-06,1,587,587,0,0
0.044924,-2.2261e-07,7.8359e-05,-2.4008e-05,3.7146e-11,12.315,-0.086689,1.2187e-06,1,588,588,0,0
0.045002,-2.231e-07,7.8359e-05,-2.4008e-05,4.0124e-11,12.315,-0.086742,1.3149e-06,1,589,589,0,0
0.045081,-2.236e-07,7.836e-05,-2.4008e-05,4.3102e-11,12.315,-0.086794,1.4111e-06,1,590,590,0,0
0.045159,-2.2431e-07,7.8361e-05,-2.4009e-05,3.8408e-11,12.315,-0.086861,1.2593e-06,1,591,591,0,0
0.045238,-2.2501e-07,7.8361e-05,-2.401e-05,3.3713e-11,12.315,-0.086927,1.1075e-06,1,592,592,0,0
0.045316,-2.2572e-07,7.8362e-05,-2.401e-05,2.9019e-11,12.315,-0.086994,9.5569e-07,1,593,593,0,0
0.045394,-2.2643e-07,7.8363e-05,-2.4011e-05,2.4325e-11,12.315,-0.08706,8.0389e-07,1,594,594,0,0
0.045473,-2.2713e-07,7.8364e-05,-2.4011e-05,1.963e-11,12.315,-0.087126,6.5209e-07,1,595,595,0,0
0.045551,-2.2784e-07,7.8365e-05,-2.4012e-05,1.4936e-11,12.316,-0.087193,5.0029e-07,1,596,596,0,0
0.045629,-2.2855e-07,7.8365e-05,-2.4013e-05,1.0242e-11,12.316,-0.087259,3.4849e-07,1,597,597,0,0
0.045708,-2.2926e-07,7.8366e-05,-2.4013e-05,5.5474e-12,12.316,-0.087326,1.9669e-07,1,598,598,0,0
0.045786,-2.2996e-07,7.8367e-05,-2.4014e-05,8.5306e-13,12.316,-0.087392,4.4896e-08,1,599,599,0,0
0.045864,-2.3067e-07,7.8368e-05,-2.4015e-05,-3.8413e-12,12.316,-0.087458,-1.069e-07,1,600,600,0,0
0.045943,-2.3188e-07,7.8369e-05,-2.4015e-05,-1.663e-12,12.316,-0.087546,-3.6674e-08,1,601,601,0,0
0.046021,-2.331e-07,7.837e-05,-2.4016e-05,5.1526e-13,12.316,-0.087634,3.3554e-08,1,602,602,0,0
0.0461,-2.3431e-07,7.8371e-05,-2.4017e-05,2.6935e-12,12.316,-0.087722,1.0378e-07,1,603,603,0,0
0.046178,-2.3552e-07,7.8373e-05,-2.4018e-05,4.8718e-12,12.317,-0.08781,1.7401e-07,1,604,604,0,0
0.046256,-2.3673e-07,7.8374e-05,-2.4019e-05,7.0501e-12,12.317,-0.087898,2.4424e-07,1,605,605,0,0
0.046335,-2.3795e-07,7.8375e-05,-2.402e-05,9.2283e-12,12.317,-0.087986,3.1447e-07,1,606,606,0,0
0.046413,-2.3916e-07,7.8376e-05,-2.4021e-05,1.1407e-11,12.317,-0.088074,3.8469e-07,1,607,607,0,0
0.046491,-2.4037e-07,7.8377e-05,-2.4021e-05,1.3585e-11,12.317,-0.088162,4.5492e-07,1,608,608,0,0
0.04657,-2.4158e-07,7.8379e-05,-2.4022e-05,1.5763e-11,12.317,-0.08825,5.2515e-07,1,609,609,0,0
0.046648,-2.4279e-07,7.838e-05,-2.4023e-05,1.7941e-11,12.318,-0.088338,5.9538e-07,1,610,610,0,0
0.046726,-2.4408e-07,7.8381e-05,-2.4024e-05,2.3964e-11,12.318,-0.088439,7.8987e-07,1,611,611,0,0
0.046805,-2.4537e-07,7.8383e-05,-2.4025e-05,2.9987e-11,12.318,-0.088539,9.8437e-07,1,612,612,0,0
0.046883,-2.4666e-07,7.8384e-05,-2.4026e-05,3.601e-11,12.318,-0.08864,1.1789e-06,1,613,613,0,0
0.046962,-2.4795e-07,7.8386e-05,-2.4027e-05,4.2033e-11,12.318,-0.088741,1.3734e-06,1,614,614,0,0
